,0
11447,790
11448,462
11449,523
11450,281
11451,363
11452,498
11453,599
11454,643
11455,674
11456,674
11457,194
11458,6
11459,112
11460,252
11461,347
11462,25
11463,707
11464,765
11465,765
11466,765
11467,115
11468,25
11469,765
11470,525
11471,142
11472,217
11473,142
11474,215
11475,142
11476,157
11477,499
11478,215
11479,398
11480,54
11481,241
11482,241
11483,339
11484,707
11485,684
11486,339
11487,744
11488,252
11489,251
11490,674
11491,36
11492,194
11493,36
11494,73
11495,558
11496,36
11497,540
11498,241
11499,558
11500,558
11501,558
11502,242
11503,558
11504,251
11505,642
11506,241
11507,176
11508,104
11509,25
11510,203
11511,389
11512,614
11513,614
11514,288
11515,39
11516,127
11517,545
11518,436
11519,517
11520,517
11521,95
11522,155
11523,95
11524,393
11525,398
11526,746
11527,623
11528,575
11529,686
11530,39
11531,73
11532,707
11533,115
11534,115
11535,367
11536,367
11537,49
11538,157
11539,351
11540,702
11541,217
11542,157
11543,638
11544,217
11545,216
11546,44
11547,462
11548,463
11549,10
11550,351
11551,351
11552,351
11553,436
11554,196
11555,436
11556,327
11557,686
11558,168
11559,168
11560,28
11561,721
11562,436
11563,698
11564,698
11565,698
11566,463
11567,251
11568,649
11569,623
11570,251
11571,112
11572,251
11573,649
11574,765
11575,311
11576,766
11577,216
11578,196
11579,606
11580,256
11581,21
11582,25
11583,764
11584,764
11585,764
11586,188
11587,764
11588,764
11589,764
11590,21
11591,203
11592,462
11593,746
11594,746
11595,746
11596,746
11597,217
11598,351
11599,351
11600,234
11601,4
11602,722
11603,10
11604,10
11605,115
11606,197
11607,558
11608,10
11609,649
11610,347
11611,635
11612,694
11613,504
11614,790
11615,495
11616,632
11617,241
11618,707
11619,123
11620,707
11621,707
11622,624
11623,646
11624,168
11625,156
11626,106
11627,268
11628,268
11629,47
11630,462
11631,611
11632,556
11633,533
11634,762
11635,215
11636,217
11637,216
11638,216
11639,216
11640,215
11641,217
11642,216
11643,483
11644,179
11645,288
11646,442
11647,674
11648,674
11649,675
11650,540
11651,276
11652,266
11653,540
11654,351
11655,339
11656,556
11657,225
11658,339
11659,216
11660,216
11661,743
11662,398
11663,74
11664,239
11665,364
11666,142
11667,330
11668,277
11669,684
11670,197
11671,589
11672,589
11673,384
11674,498
11675,541
11676,674
11677,674
11678,351
11679,142
11680,351
11681,573
11682,101
11683,25
11684,398
11685,364
11686,351
11687,140
11688,140
11689,65
11690,153
11691,68
11692,44
11693,21
11694,692
11695,625
11696,790
11697,385
11698,566
11699,674
11700,540
11701,10
11702,540
11703,194
11704,339
11705,445
11706,179
11707,179
11708,179
11709,179
11710,179
11711,179
11712,262
11713,674
11714,115
11715,234
11716,564
11717,483
11718,71
11719,351
11720,462
11721,483
11722,483
11723,203
11724,97
11725,194
11726,674
11727,463
11728,463
11729,436
11730,203
11731,463
11732,113
11733,6
11734,118
11735,115
11736,746
11737,351
11738,744
11739,342
11740,497
11741,674
11742,616
11743,703
11744,651
11745,616
11746,38
11747,364
11748,311
11749,311
11750,364
11751,364
11752,179
11753,68
11754,179
11755,364
11756,68
11757,153
11758,262
11759,364
11760,179
11761,179
11762,153
11763,498
11764,490
11765,616
11766,356
11767,765
11768,712
11769,262
11770,171
11771,342
11772,364
11773,674
11774,196
11775,593
11776,593
11777,593
11778,593
11779,505
11780,770
11781,498
11782,264
11783,498
11784,498
11785,351
11786,351
11787,25
11788,351
11789,351
11790,351
11791,462
11792,692
11793,692
11794,692
11795,446
11796,475
11797,776
11798,790
11799,342
11800,551
11801,70
11802,616
11803,381
11804,444
11805,351
11806,446
11807,105
11808,589
11809,110
11810,351
11811,575
11812,733
11813,436
11814,674
11815,436
11816,283
11817,255
11818,179
11819,115
11820,351
11821,129
11822,156
11823,111
11824,111
11825,351
11826,512
11827,399
11828,316
11829,6
11830,6
11831,570
11832,288
11833,674
11834,351
11835,436
11836,384
11837,746
11838,156
11839,764
11840,744
11841,498
11842,341
11843,686
11844,181
11845,181
11846,616
11847,288
11848,390
11849,482
11850,463
11851,175
11852,175
11853,635
11854,24
11855,239
11856,239
11857,251
11858,239
11859,239
11860,505
11861,339
11862,505
11863,646
11864,110
11865,463
11866,764
11867,749
11868,463
11869,523
11870,140
11871,776
11872,252
11873,252
11874,113
11875,495
11876,36
11877,288
11878,156
11879,482
11880,73
11881,111
11882,364
11883,692
11884,657
11885,657
11886,351
11887,351
11888,351
11889,614
11890,287
11891,743
11892,35
11893,35
11894,385
11895,194
11896,268
11897,351
11898,674
11899,674
11900,645
11901,259
11902,498
11903,692
11904,692
11905,395
11906,339
11907,189
11908,498
11909,576
11910,168
11911,113
11912,789
11913,80
11914,44
11915,168
11916,168
11917,524
11918,646
11919,168
11920,168
11921,168
11922,168
11923,742
11924,168
11925,80
11926,708
11927,168
11928,168
11929,168
11930,168
11931,306
11932,743
11933,80
11934,316
11935,476
11936,764
11937,764
11938,577
11939,39
11940,115
11941,674
11942,351
11943,115
11944,551
11945,347
11946,616
11947,575
11948,203
11949,241
11950,763
11951,703
11952,448
11953,395
11954,629
11955,332
11956,385
11957,179
11958,182
11959,197
11960,115
11961,115
11962,115
11963,115
11964,115
11965,765
11966,342
11967,115
11968,115
11969,115
11970,115
11971,115
11972,140
11973,242
11974,742
11975,722
11976,436
11977,491
11978,588
11979,442
11980,25
11981,708
11982,674
11983,115
11984,765
11985,262
11986,463
11987,558
11988,743
11989,110
11990,674
11991,74
11992,252
11993,463
11994,463
11995,683
11996,351
11997,498
11998,674
11999,744
12000,436
12001,436
12002,436
12003,69
12004,351
12005,589
12006,603
12007,351
12008,789
12009,351
12010,216
12011,189
12012,698
12013,288
12014,463
12015,487
12016,106
12017,10
12018,696
12019,54
12020,54
12021,142
12022,573
12023,696
12024,462
12025,288
12026,330
12027,718
12028,44
12029,330
12030,524
12031,188
12032,330
12033,197
12034,28
12035,318
12036,474
12037,61
12038,21
12039,364
12040,18
12041,330
12042,462
12043,44
12044,221
12045,221
12046,556
12047,524
12048,1
12049,694
12050,746
12051,339
12052,6
12053,554
12054,764
12055,484
12056,603
12057,603
12058,330
12059,765
12060,351
12061,351
12062,278
12063,351
12064,596
12065,21
12066,142
12067,694
12068,687
12069,474
12070,196
12071,463
12072,593
12073,197
12074,196
12075,197
12076,197
12077,498
12078,5
12079,347
12080,368
12081,368
12082,342
12083,342
12084,342
12085,368
12086,342
12087,342
12088,616
12089,385
12090,175
12091,196
12092,267
12093,24
12094,155
12095,543
12096,342
12097,162
12098,765
12099,115
12100,38
12101,115
12102,168
12103,351
12104,674
12105,113
12106,611
12107,217
12108,351
12109,398
12110,303
12111,217
12112,398
12113,398
12114,785
12115,171
12116,194
12117,785
12118,239
12119,203
12120,674
12121,463
12122,356
12123,498
12124,63
12125,142
12126,653
12127,25
12128,463
12129,115
12130,10
12131,124
12132,249
12133,194
12134,194
12135,194
12136,708
12137,11
12138,157
12139,692
12140,642
12141,498
12142,635
12143,793
12144,347
12145,44
12146,44
12147,44
12148,385
12149,384
12150,319
12151,463
12152,189
12153,347
12154,189
12155,474
12156,164
12157,75
12158,476
12159,616
12160,476
12161,476
12162,351
12163,142
12164,110
12165,444
12166,110
12167,44
12168,110
12169,157
12170,570
12171,6
12172,708
12173,97
12174,140
12175,703
12176,6
12177,10
12178,384
12179,106
12180,115
12181,25
12182,89
12183,364
12184,465
12185,558
12186,474
12187,311
12188,436
12189,262
12190,504
12191,571
12192,196
12193,115
12194,474
12195,367
12196,667
12197,558
12198,558
12199,702
12200,476
12201,277
12202,499
12203,616
12204,790
12205,621
12206,646
12207,339
12208,101
12209,287
12210,776
12211,733
12212,241
12213,517
12214,215
12215,316
12216,449
12217,449
12218,449
12219,449
12220,449
12221,197
12222,188
12223,396
12224,396
12225,339
12226,351
12227,184
12228,474
12229,281
12230,746
12231,744
12232,48
12233,351
12234,48
12235,749
12236,157
12237,301
12238,483
12239,749
12240,385
12241,385
12242,385
12243,385
12244,385
12245,385
12246,385
12247,339
12248,196
12249,203
12250,484
12251,385
12252,766
12253,316
12254,368
12255,175
12256,131
12257,215
12258,216
12259,54
12260,657
12261,189
12262,749
12263,440
12264,81
12265,696
12266,113
12267,303
12268,216
12269,123
12270,611
12271,749
12272,674
12273,556
12274,674
12275,491
12276,616
12277,674
12278,1
12279,476
12280,1
12281,140
12282,34
12283,142
12284,183
12285,183
12286,142
12287,498
12288,576
12289,10
12290,746
12291,1
12292,1
12293,1
12294,708
12295,1
12296,623
12297,578
12298,578
12299,463
12300,74
12301,4
12302,523
12303,194
12304,610
12305,156
12306,142
12307,381
12308,556
12309,474
12310,439
12311,6
12312,176
12313,288
12314,439
12315,483
12316,157
12317,396
12318,483
12319,289
12320,157
12321,504
12322,616
12323,483
12324,749
12325,157
12326,262
12327,722
12328,342
12329,339
12330,249
12331,351
12332,390
12333,389
12334,351
12335,351
12336,351
12337,351
12338,351
12339,197
12340,197
12341,765
12342,498
12343,368
12344,197
12345,110
12346,784
12347,381
12348,54
12349,483
12350,262
12351,54
12352,396
12353,556
12354,262
12355,476
12356,10
12357,216
12358,519
12359,570
12360,351
12361,616
12362,217
12363,188
12364,216
12365,576
12366,389
12367,249
12368,51
12369,51
12370,113
12371,221
12372,558
12373,384
12374,746
12375,281
12376,776
12377,389
12378,703
12379,746
12380,381
12381,197
12382,277
12383,262
12384,197
12385,277
12386,277
12387,573
12388,707
12389,292
12390,351
12391,49
12392,556
12393,556
12394,744
12395,18
12396,744
12397,385
12398,113
12399,113
12400,351
12401,113
12402,746
12403,611
12404,785
12405,194
12406,135
12407,578
12408,558
12409,347
12410,702
12411,744
12412,744
12413,474
12414,749
12415,657
12416,288
12417,674
12418,674
12419,39
12420,351
12421,444
12422,234
12423,234
12424,596
12425,718
12426,90
12427,523
12428,216
12429,44
12430,194
12431,90
12432,686
12433,476
12434,197
12435,514
12436,262
12437,746
12438,472
12439,472
12440,168
12441,44
12442,44
12443,277
12444,398
12445,142
12446,258
12447,498
12448,115
12449,21
12450,194
12451,476
12452,351
12453,657
12454,765
12455,171
12456,503
12457,142
12458,25
12459,476
12460,521
12461,733
12462,657
12463,687
12464,785
12465,476
12466,287
12467,385
12468,614
12469,444
12470,444
12471,113
12472,118
12473,179
12474,491
12475,504
12476,101
12477,785
12478,444
12479,395
12480,249
12481,483
12482,483
12483,142
12484,311
12485,540
12486,800
12487,157
12488,342
12489,483
12490,722
12491,707
12492,744
12493,474
12494,439
12495,183
12496,183
12497,53
12498,44
12499,785
12500,188
12501,398
12502,110
12503,629
12504,301
12505,776
12506,707
12507,616
12508,498
12509,347
12510,194
12511,102
12512,463
12513,442
12514,611
12515,330
12516,521
12517,442
12518,262
12519,463
12520,558
12521,444
12522,316
12523,463
12524,39
12525,657
12526,234
12527,499
12528,649
12529,215
12530,703
12531,545
12532,113
12533,436
12534,646
12535,692
12536,197
12537,436
12538,364
12539,462
12540,44
12541,556
12542,657
12543,482
12544,483
12545,398
12546,131
12547,707
12548,142
12549,687
12550,194
12551,216
12552,385
12553,707
12554,242
12555,8
12556,512
12557,206
12558,436
12559,87
12560,351
12561,558
12562,216
12563,156
12564,54
12565,504
12566,527
12567,746
12568,498
12569,746
12570,674
12571,281
12572,281
12573,289
12574,623
12575,436
12576,623
12577,733
12578,564
12579,474
12580,746
12581,687
12582,111
12583,10
12584,790
12585,196
12586,790
12587,113
12588,24
12589,142
12590,262
12591,790
12592,24
12593,529
12594,359
12595,368
12596,177
12597,686
12598,10
12599,111
12600,765
12601,111
12602,635
12603,363
12604,157
12605,281
12606,576
12607,657
12608,39
12609,44
12610,291
12611,111
12612,661
12613,614
12614,637
12615,217
12616,766
12617,196
12618,158
12619,463
12620,142
12621,463
12622,463
12623,384
12624,142
12625,498
12626,463
12627,188
12628,770
12629,613
12630,247
12631,385
12632,474
12633,61
12634,564
12635,241
12636,564
12637,564
12638,142
12639,462
12640,292
12641,5
12642,696
12643,278
12644,140
12645,222
12646,339
12647,339
12648,384
12649,197
12650,368
12651,635
12652,635
12653,613
12654,281
12655,289
12656,708
12657,140
12658,119
12659,342
12660,567
12661,721
12662,436
12663,436
12664,436
12665,188
12666,21
12667,577
12668,81
12669,106
12670,98
12671,194
12672,215
12673,215
12674,251
12675,707
12676,724
12677,368
12678,87
12679,368
12680,368
12681,368
12682,368
12683,190
12684,196
12685,522
12686,522
12687,674
12688,708
12689,142
12690,675
12691,113
12692,113
12693,385
12694,157
12695,197
12696,182
12697,182
12698,183
12699,438
12700,249
12701,351
12702,262
12703,291
12704,635
12705,291
12706,526
12707,388
12708,115
12709,251
12710,115
12711,25
12712,28
12713,642
12714,196
12715,164
12716,463
12717,634
12718,454
12719,454
12720,454
12721,674
12722,297
12723,214
12724,363
12725,684
12726,484
12727,303
12728,131
12729,339
12730,188
12731,301
12732,769
12733,462
12734,142
12735,142
12736,351
12737,393
12738,288
12739,744
12740,734
12741,6
12742,161
12743,159
12744,790
12745,197
12746,504
12747,262
12748,784
12749,138
12750,540
12751,157
12752,249
12753,616
12754,241
12755,339
12756,177
12757,249
12758,474
12759,589
12760,561
12761,10
12762,457
12763,457
12764,457
12765,457
12766,110
12767,457
12768,457
12769,288
12770,155
12771,262
12772,281
12773,268
12774,495
12775,589
12776,39
12777,142
12778,197
12779,765
12780,589
12781,483
12782,221
12783,87
12784,525
12785,219
12786,474
12787,474
12788,175
12789,474
12790,9
12791,737
12792,281
12793,474
12794,6
12795,457
12796,457
12797,1
12798,463
12799,388
12800,611
12801,436
12802,436
12803,483
12804,463
12805,75
12806,545
12807,114
12808,112
12809,44
12810,53
12811,635
12812,68
12813,153
12814,624
12815,692
12816,692
12817,153
12818,68
12819,311
12820,692
12821,692
12822,153
12823,692
12824,153
12825,674
12826,153
12827,675
12828,179
12829,351
12830,46
12831,646
12832,558
12833,746
12834,766
12835,766
12836,766
12837,766
12838,24
12839,766
12840,766
12841,674
12842,355
12843,674
12844,196
12845,75
12846,219
12847,36
12848,483
12849,790
12850,264
12851,90
12852,558
12853,197
12854,197
12855,391
12856,463
12857,463
12858,708
12859,498
12860,462
12861,113
12862,389
12863,483
12864,396
12865,495
12866,197
12867,113
12868,753
12869,196
12870,118
12871,475
12872,558
12873,257
12874,558
12875,61
12876,614
12877,436
12878,436
12879,257
12880,194
12881,540
12882,26
12883,196
12884,257
12885,476
12886,436
12887,303
12888,129
12889,303
12890,205
12891,205
12892,746
12893,744
12894,692
12895,714
12896,444
12897,220
12898,168
12899,118
12900,616
12901,175
12902,176
12903,115
12904,197
12905,339
12906,187
12907,616
12908,605
12909,106
12910,330
12911,339
12912,449
12913,188
12914,368
12915,330
12916,368
12917,368
12918,587
12919,444
12920,398
12921,749
12922,351
12923,351
12924,110
12925,179
12926,115
12927,129
12928,746
12929,746
12930,105
12931,707
12932,351
12933,776
12934,597
12935,115
12936,115
12937,339
12938,576
12939,197
12940,277
12941,351
12942,556
12943,44
12944,351
12945,186
12946,257
12947,177
12948,197
12949,439
12950,213
12951,721
12952,785
12953,766
12954,281
12955,657
12956,657
12957,368
12958,197
12959,633
12960,611
12961,505
12962,476
12963,157
12964,20
12965,292
12966,558
12967,558
12968,766
12969,765
12970,558
12971,216
12972,214
12973,197
12974,197
12975,216
12976,216
12977,675
12978,6
12979,330
12980,330
12981,483
12982,611
12983,157
12984,351
12985,674
12986,593
12987,110
12988,279
12989,115
12990,385
12991,111
12992,111
12993,789
12994,111
12995,113
12996,111
12997,111
12998,111
12999,156
13000,765
13001,436
13002,436
13003,721
13004,113
13005,44
13006,44
13007,111
13008,47
13009,398
13010,241
13011,385
13012,385
13013,241
13014,175
13015,175
13016,385
13017,385
13018,385
13019,645
13020,115
13021,35
13022,753
13023,35
13024,35
13025,645
13026,216
13027,544
13028,350
13029,694
13030,694
13031,746
13032,694
13033,694
13034,694
13035,281
13036,164
13037,281
13038,444
13039,281
13040,196
13041,36
13042,558
13043,194
13044,646
13045,674
13046,515
13047,351
13048,339
13049,576
13050,281
13051,339
13052,281
13053,339
13054,339
13055,462
13056,44
13057,766
13058,176
13059,398
13060,642
13061,642
13062,483
13063,642
13064,642
13065,642
13066,342
13067,339
13068,339
13069,339
13070,339
13071,291
13072,339
13073,291
13074,436
13075,215
13076,176
13077,398
13078,674
13079,351
13080,611
13081,179
13082,189
13083,567
13084,176
13085,314
13086,61
13087,436
13088,436
13089,364
13090,436
13091,436
13092,436
13093,540
13094,303
13095,474
13096,351
13097,351
13098,318
13099,547
13100,110
13101,347
13102,746
13103,347
13104,523
13105,281
13106,196
13107,524
13108,347
13109,98
13110,523
13111,733
13112,674
13113,558
13114,351
13115,351
13116,706
13117,674
13118,179
13119,351
13120,351
13121,44
13122,157
13123,482
13124,763
13125,339
13126,635
13127,364
13128,234
13129,217
13130,454
13131,766
13132,666
13133,675
13134,690
13135,73
13136,281
13137,179
13138,249
13139,368
13140,389
13141,342
13142,687
13143,603
13144,463
13145,463
13146,194
13147,367
13148,483
13149,740
13150,351
13151,249
13152,127
13153,692
13154,612
13155,153
13156,123
13157,558
13158,558
13159,612
13160,558
13161,573
13162,187
13163,188
13164,220
13165,653
13166,558
13167,221
13168,252
13169,113
13170,113
13171,367
13172,540
13173,639
13174,194
13175,790
13176,483
13177,483
13178,483
13179,584
13180,684
13181,589
13182,684
13183,684
13184,684
13185,495
13186,479
13187,616
13188,616
13189,219
13190,746
13191,484
13192,347
13193,746
13194,257
13195,616
13196,529
13197,472
13198,213
13199,398
13200,454
13201,291
13202,291
13203,291
13204,291
13205,291
13206,291
13207,291
13208,398
13209,359
13210,205
13211,291
13212,277
13213,278
13214,278
13215,291
13216,589
13217,26
13218,291
13219,589
13220,589
13221,589
13222,277
13223,277
13224,278
13225,291
13226,291
13227,511
13228,277
13229,277
13230,277
13231,277
13232,277
13233,483
13234,759
13235,197
13236,197
13237,667
13238,759
13239,101
13240,277
13241,277
13242,277
13243,197
13244,197
13245,692
13246,110
13247,110
13248,277
13249,637
13250,637
13251,277
13252,197
13253,197
13254,197
13255,752
13256,339
13257,188
13258,277
13259,197
13260,589
13261,197
13262,101
13263,759
13264,759
13265,277
13266,277
13267,589
13268,197
13269,181
13270,558
13271,558
13272,558
13273,558
13274,558
13275,440
13276,674
13277,44
13278,262
13279,131
13280,444
13281,567
13282,311
13283,21
13284,68
13285,311
13286,153
13287,311
13288,153
13289,624
13290,624
13291,68
13292,252
13293,765
13294,257
13295,330
13296,765
13297,765
13298,765
13299,281
13300,342
13301,647
13302,281
13303,765
13304,694
13305,342
13306,36
13307,259
13308,342
13309,342
13310,281
13311,39
13312,342
13313,765
13314,692
13315,179
13316,179
13317,770
13318,575
13319,476
13320,556
13321,474
13322,476
13323,44
13324,627
13325,251
13326,558
13327,558
13328,1
13329,251
13330,241
13331,249
13332,351
13333,140
13334,113
13335,241
13336,684
13337,291
13338,614
13339,614
13340,188
13341,684
13342,188
13343,614
13344,197
13345,291
13346,637
13347,339
13348,744
13349,291
13350,277
13351,277
13352,277
13353,614
13354,367
13355,483
13356,675
13357,189
13358,662
13359,692
13360,110
13361,176
13362,176
13363,733
13364,294
13365,351
13366,692
13367,364
13368,666
13369,733
13370,740
13371,347
13372,179
13373,10
13374,26
13375,707
13376,1
13377,687
13378,118
13379,437
13380,437
13381,740
13382,332
13383,332
13384,332
13385,332
13386,332
13387,332
13388,28
13389,262
13390,627
13391,687
13392,684
13393,582
13394,463
13395,463
13396,463
13397,731
13398,674
13399,463
13400,463
13401,463
13402,498
13403,463
13404,463
13405,168
13406,168
13407,281
13408,281
13409,440
13410,510
13411,36
13412,667
13413,21
13414,733
13415,483
13416,118
13417,47
13418,558
13419,444
13420,790
13421,5
13422,558
13423,439
13424,25
13425,10
13426,287
13427,444
13428,241
13429,241
13430,241
13431,113
13432,10
13433,61
13434,47
13435,614
13436,252
13437,277
13438,629
13439,252
13440,1
13441,483
13442,188
13443,746
13444,396
13445,744
13446,234
13447,567
13448,726
13449,616
13450,558
13451,483
13452,558
13453,157
13454,351
13455,483
13456,194
13457,540
13458,281
13459,395
13460,196
13461,330
13462,25
13463,687
13464,351
13465,540
13466,540
13467,303
13468,10
13469,675
13470,249
13471,249
13472,259
13473,463
13474,715
13475,558
13476,197
13477,558
13478,38
13479,347
13480,351
13481,351
13482,745
13483,674
13484,792
13485,135
13486,463
13487,646
13488,197
13489,258
13490,611
13491,96
13492,398
13493,351
13494,523
13495,747
13496,303
13497,179
13498,112
13499,108
13500,99
13501,176
13502,558
13503,251
13504,351
13505,558
13506,766
13507,765
13508,249
13509,707
13510,194
13511,194
13512,558
13513,558
13514,746
13515,558
13516,558
13517,177
13518,483
13519,706
13520,436
13521,140
13522,140
13523,765
13524,727
13525,654
13526,217
13527,142
13528,197
13529,611
13530,564
13531,390
13532,277
13533,653
13534,463
13535,385
13536,221
13537,339
13538,347
13539,36
13540,398
13541,484
13542,135
13543,135
13544,251
13545,454
13546,463
13547,463
13548,463
13549,318
13550,351
13551,483
13552,444
13553,251
13554,353
13555,351
13556,330
13557,351
13558,212
13559,1
13560,766
13561,756
13562,766
13563,1
13564,674
13565,351
13566,262
13567,251
13568,670
13569,342
13570,347
13571,616
13572,706
13573,498
13574,498
13575,351
13576,249
13577,140
13578,558
13579,483
13580,637
13581,483
13582,90
13583,113
13584,234
13585,234
13586,234
13587,234
13588,543
13589,241
13590,66
13591,657
13592,10
13593,241
13594,48
13595,39
13596,142
13597,746
13598,476
13599,197
13600,281
13601,351
13602,444
13603,49
13604,115
13605,115
13606,115
13607,576
13608,115
13609,115
13610,540
13611,115
13612,108
13613,115
13614,115
13615,115
13616,281
13617,281
13618,262
13619,262
13620,115
13621,36
13622,363
13623,784
13624,262
13625,142
13626,674
13627,462
13628,351
13629,142
13630,197
13631,616
13632,484
13633,129
13634,241
13635,687
13636,347
13637,764
13638,486
13639,213
13640,764
13641,687
13642,195
13643,142
13644,24
13645,142
13646,142
13647,142
13648,142
13649,142
13650,142
13651,142
13652,444
13653,142
13654,175
13655,101
13656,766
13657,623
13658,703
13659,278
13660,474
13661,142
13662,498
13663,764
13664,171
13665,339
13666,385
13667,765
13668,708
13669,281
13670,281
13671,241
13672,474
13673,391
13674,616
13675,674
13676,498
13677,503
13678,214
13679,249
13680,463
13681,744
13682,142
13683,497
13684,635
13685,291
13686,463
13687,444
13688,444
13689,436
13690,24
13691,142
13692,142
13693,790
13694,596
13695,436
13696,712
13697,297
13698,436
13699,475
13700,351
13701,694
13702,523
13703,44
13704,385
13705,725
13706,708
13707,708
13708,725
13709,708
13710,436
13711,476
13712,749
13713,188
13714,142
13715,439
13716,398
13717,142
13718,564
13719,196
13720,281
13721,206
13722,746
13723,342
13724,281
13725,359
13726,702
13727,164
13728,45
13729,377
13730,740
13731,140
13732,518
13733,140
13734,55
13735,708
13736,38
13737,129
13738,503
13739,61
13740,115
13741,115
13742,749
13743,479
13744,540
13745,461
13746,706
13747,281
13748,115
13749,115
13750,444
13751,574
13752,339
13753,157
13754,674
13755,772
13756,281
13757,281
13758,110
13759,281
13760,603
13761,351
13762,351
13763,351
13764,351
13765,351
13766,281
13767,603
13768,24
13769,281
13770,44
13771,87
13772,611
13773,281
13774,504
13775,671
13776,483
13777,189
13778,442
13779,142
13780,301
13781,142
13782,611
13783,558
13784,44
13785,351
13786,44
13787,44
13788,113
13789,576
13790,436
13791,707
13792,256
13793,142
13794,332
13795,21
13796,674
13797,44
13798,347
13799,483
13800,106
13801,483
13802,351
13803,463
13804,575
13805,611
13806,463
13807,567
13808,142
13809,44
13810,142
13811,462
13812,674
13813,281
13814,674
13815,142
13816,281
13817,463
13818,281
13819,44
13820,484
13821,564
13822,351
13823,115
13824,776
13825,790
13826,744
13827,616
13828,234
13829,234
13830,384
13831,44
13832,476
13833,196
13834,495
13835,556
13836,39
13837,462
13838,187
13839,187
13840,766
13841,576
13842,474
13843,474
13844,283
13845,766
13846,463
13847,694
13848,463
13849,576
13850,558
13851,241
13852,746
13853,288
13854,288
13855,505
13856,142
13857,24
13858,142
13859,215
13860,351
13861,249
13862,240
13863,462
13864,142
13865,784
13866,24
13867,784
13868,707
13869,157
13870,707
13871,439
13872,142
13873,142
13874,142
13875,142
13876,142
13877,142
13878,142
13879,197
13880,197
13881,142
13882,142
13883,24
13884,142
13885,142
13886,281
13887,44
13888,746
13889,44
13890,320
13891,483
13892,657
13893,642
13894,111
13895,45
13896,442
13897,194
13898,776
13899,157
13900,351
13901,629
13902,733
13903,205
13904,93
13905,93
13906,93
13907,291
13908,474
13909,707
13910,142
13911,351
13912,142
13913,142
13914,351
13915,746
13916,249
13917,498
13918,800
13919,623
13920,249
13921,623
13922,21
13923,623
13924,90
13925,140
13926,798
13927,484
13928,277
13929,479
13930,281
13931,600
13932,217
13933,798
13934,574
13935,115
13936,262
13937,593
13938,351
13939,543
13940,474
13941,476
13942,523
13943,390
13944,766
13945,212
13946,1
13947,635
13948,194
13949,573
13950,573
13951,342
13952,744
13953,576
13954,196
13955,372
13956,611
13957,764
13958,316
13959,291
13960,140
13961,764
13962,764
13963,140
13964,210
13965,157
13966,436
13967,351
13968,436
13969,351
13970,297
13971,744
13972,140
13973,157
13974,288
13975,462
13976,142
13977,288
13978,351
13979,157
13980,707
13981,667
13982,444
13983,197
13984,225
13985,182
13986,670
13987,197
13988,197
13989,667
13990,264
13991,44
13992,213
13993,707
13994,707
13995,142
13996,142
13997,749
13998,318
13999,351
14000,142
14001,281
14002,80
14003,743
14004,707
14005,21
14006,707
14007,776
14008,115
14009,10
14010,10
14011,589
14012,142
14013,142
14014,766
14015,179
14016,179
14017,790
14018,611
14019,498
14020,593
14021,241
14022,241
14023,576
14024,241
14025,142
14026,696
14027,251
14028,683
14029,142
14030,707
14031,391
14032,714
14033,142
14034,142
14035,696
14036,629
14037,61
14038,700
14039,576
14040,142
14041,142
14042,351
14043,616
14044,390
14045,188
14046,482
14047,256
14048,616
14049,115
14050,21
14051,707
14052,81
14053,675
14054,769
14055,81
14056,287
14057,770
14058,707
14059,391
14060,142
14061,772
14062,176
14063,653
14064,385
14065,281
14066,692
14067,746
14068,36
14069,497
14070,327
14071,142
14072,44
14073,766
14074,498
14075,188
14076,564
14077,131
14078,353
14079,142
14080,744
14081,670
14082,646
14083,463
14084,351
14085,463
14086,454
14087,463
14088,623
14089,239
14090,454
14091,140
14092,650
14093,474
14094,746
14095,474
14096,474
14097,460
14098,241
14099,330
14100,108
14101,766
14102,316
14103,266
14104,281
14105,281
14106,142
14107,474
14108,39
14109,749
14110,756
14111,157
14112,446
14113,142
14114,142
14115,498
14116,498
14117,576
14118,756
14119,483
14120,498
14121,616
14122,196
14123,540
14124,708
14125,675
14126,8
14127,700
14128,259
14129,197
14130,551
14131,113
14132,776
14133,277
14134,351
14135,351
14136,674
14137,674
14138,686
14139,385
14140,385
14141,764
14142,189
14143,181
14144,733
14145,523
14146,97
14147,347
14148,521
14149,241
14150,330
14151,303
14152,97
14153,1
14154,526
14155,463
14156,474
14157,770
14158,474
14159,463
14160,10
14161,288
14162,694
14163,24
14164,24
14165,44
14166,670
14167,311
14168,281
14169,177
14170,670
14171,351
14172,738
14173,708
14174,342
14175,24
14176,746
14177,89
14178,540
14179,787
14180,330
14181,708
14182,259
14183,131
14184,197
14185,670
14186,342
14187,115
14188,36
14189,674
14190,770
14191,97
14192,687
14193,436
14194,157
14195,241
14196,398
14197,462
14198,498
14199,25
14200,623
14201,385
14202,616
14203,11
14204,500
14205,197
14206,351
14207,351
14208,615
14209,674
14210,175
14211,175
14212,330
14213,175
14214,351
14215,214
14216,351
14217,142
14218,339
14219,749
14220,765
14221,733
14222,627
14223,113
14224,10
14225,115
14226,196
14227,623
14228,479
14229,351
14230,129
14231,543
14232,140
14233,351
14234,750
14235,140
14236,61
14237,278
14238,584
14239,744
14240,188
14241,396
14242,368
14243,744
14244,576
14245,364
