,0,1,2,3
2469,62091,"[5290, 12494, 23714, 23970, 37467, 11276, 45914, 47942, 36831, 48427, 16776]",29690,1
2470,55569,"[15901, 17704, 27079, 34515, 40567, 47903, 51329]",41357,1
2471,7421,"[511, 14429, 18650, 28115, 37235, 23691]",32070,1
2472,19632,"[28977, 45614]",4951,1
2473,142901,"[53138, 9837, 40561, 43851]",28248,0
2474,172203,"[15769, 36796, 29206, 18713, 47915]",41184,0
2475,93933,"[2014, 2598, 3618, 7817, 2582, 5984, 3214, 10357, 13233, 20009, 2642, 3171, 23457, 2623, 8228, 706, 47666]",33384,1
2476,149441,[47779],8693,1
2477,74219,"[20698, 47991]",11099,0
2478,162981,"[3649, 3245, 18452]",3933,0
2479,183237,"[27710, 5779, 4580, 3972, 42806, 46997, 51374, 32337, 41313, 48036, 14547, 27543, 38496, 38967, 47812, 4001, 35087, 27092, 31158, 33730, 5054, 33987, 2908, 38362, 23579]",28165,1
2480,169933,[3321],2407,1
2481,24476,"[23247, 26502, 0, 27548, 43426, 39896, 1398, 18345, 46150, 2746, 43134, 52587, 775, 30122, 42153]",48427,1
2482,104725,"[14813, 3817, 5318, 17390, 28012, 7401, 18065, 21085, 24351, 2276, 5830, 9623, 13680, 24845, 22498, 21800, 23805, 24636, 6832, 24603, 11722, 3295, 25513, 26503, 25109, 9295, 29202, 28394, 29344, 12586, 21142, 29383, 29423, 19418, 8969, 27125, 26981, 13632, 31574, 32640, 31583, 27311, 29376, 33378, 33381, 30268, 25028, 19254, 9452, 27309, 35355]",25870,0
2483,12910,[3992],5562,1
2484,157021,"[6421, 11070, 20123, 24227, 31930, 27192, 27801, 32723, 4360, 5711, 11388]",27050,1
2485,74486,"[1656, 33884, 16138, 34477]",47182,0
2486,2347,"[6845, 13059]",38397,1
2487,190081,"[8856, 11594, 2926, 13302, 12246, 2088, 18295, 799, 3737, 5460, 13486, 9639, 9837, 18664, 4935, 26365, 28823, 14398, 459, 19729, 12348, 38806, 41078, 7571, 2915, 37165, 387, 12254, 13826, 11756, 37234, 10581, 4198, 21740, 44056, 1340, 5351, 25090, 41767, 49832, 34964, 7401, 37480, 23911, 16883, 37203, 46039, 52114, 36680, 52361, 53994, 11227, 13677, 10640, 52230, 49313, 54182, 18610, 46745, 34963, 34965, 52229, 55870, 52362, 56079, 1729, 54367, 54771, 49493, 57223, 50398, 54191, 55006, 56030, 37889, 46782, 56878, 54183, 44440, 55554, 58651, 57836, 59462, 59654, 58510, 48379, 58322, 56108]",49774,1
2488,145329,[549],40134,0
2489,163365,"[45720, 33889, 4799, 22067, 22286, 23877, 42103, 50420, 12617, 32003, 53927, 32006, 39908, 45481, 54362, 31389, 1024, 35603, 46192]",5484,0
2490,127959,[28455],31701,1
2491,75490,"[31089, 37159, 26177, 48446, 49187, 51204, 47258, 46317, 52093, 48182, 42898, 52370, 54903, 56106, 56981, 56732, 59981, 61276]",26570,0
2492,190571,"[11250, 13617, 16677, 23916, 27275]",15157,0
2493,127246,"[35692, 56805, 16432, 17174, 31379, 38176, 45494]",41546,0
2494,68711,"[9029, 13758, 13360]",60845,0
2495,51260,[9158],36662,0
2496,116779,"[35671, 43466, 45343, 53381, 30330, 7463]",22772,0
2497,118015,"[29440, 1312, 10805, 42216, 45359, 31886, 12023, 34147, 42209, 1537, 21394, 3857, 12850]",49660,0
2498,128486,"[53992, 27366, 54035]",26358,1
2499,2182,"[10161, 18462, 19865, 37760]",10739,1
2500,43296,"[40521, 30573, 15856]",3465,0
2501,67687,"[2088, 11137, 4979, 9627]",31514,0
2502,166933,"[6750, 40766, 8969, 22283, 44471, 30776]",57072,0
2503,163163,"[50113, 335]",29206,1
2504,86456,"[41896, 9494, 43960]",4107,1
2505,124469,"[6380, 10379, 30536, 31488]",27283,0
2506,107269,"[41429, 51406]",37613,0
2507,40666,"[45812, 60810, 11000]",25807,0
2508,132512,"[7492, 3908, 8495]",17836,1
2509,32055,"[26264, 32569, 16776, 38877]",14276,0
2510,118731,"[40250, 26254]",50421,1
2511,43602,"[18377, 23788, 29127]",32479,1
2512,34462,"[906, 3696, 4050, 2947, 5635, 13185, 5666, 21304, 17770, 25960, 842, 40575, 3017, 30520, 37809, 41468, 28155]",29950,0
2513,49652,"[16779, 13632, 48192, 49765, 49572, 50628]",11659,0
2514,116179,"[36149, 11320, 25797, 3094, 30266, 32339, 23686]",15872,0
2515,14730,"[21612, 49753, 52030, 6569, 43159]",31684,1
2516,15343,"[5661, 7591, 2582, 26721, 3958]",12418,0
2517,28162,"[32507, 29753]",32340,0
2518,141385,"[20769, 19245, 35416, 42664, 4787, 12254]",15964,1
2519,72168,"[8145, 179, 22659, 15318, 31439, 27457, 16929, 10099, 35216]",37188,0
2520,51991,"[37120, 8937, 7978, 29600, 4582, 9509, 9760, 23442]",57270,0
2521,97935,[40797],47833,1
2522,125425,[12709],52912,0
2523,159044,"[7413, 15979, 12107, 13629, 18674, 1668]",22015,1
2524,150372,"[13519, 28658, 12150]",35984,0
2525,179334,"[3197, 4023]",36621,0
2526,96125,[8518],9256,1
2527,107590,"[576, 1215, 5334, 26432, 20514, 26700]",20835,0
2528,115056,"[1889, 10802, 14769, 17488, 9648, 17695, 30577, 31927, 32623]",33017,0
2529,32955,"[3338, 5960, 13386, 12482, 13680, 13569, 14696, 15290, 9962, 15609, 17748, 18362, 15870, 19482, 15567, 21113, 3574, 23584, 7792, 15916, 22854, 20587, 27030, 30283, 25868, 17429, 30763, 26171, 31576, 31407, 40019, 18681, 11057, 19871, 35370, 28427, 23596, 20444, 38362, 25796, 27311, 41075, 29757, 41622, 28439, 39508, 41621, 41330, 38365, 43971, 39024, 43598, 42428, 43600]",14760,1
2530,120278,"[28604, 37085, 39993, 20975, 24002, 29247, 41357, 6103, 45851, 49396, 49718, 54526, 19531, 18870, 36863, 53509, 20761, 57256, 7390, 48766, 48880]",40292,0
2531,84894,[14805],7333,1
2532,136,"[3601, 7890, 25325, 11750, 16101, 8158, 16518, 3604, 10708, 8112, 4868, 2990, 22077, 15146, 20781, 4418, 25109, 22183, 22356, 1676, 17163, 12208, 24634, 25872, 19823, 29758, 23674, 10519, 5096, 25018, 4430, 223, 15367, 18079, 23675, 12107, 13866, 21642, 22028, 27688, 1951, 28373, 35370, 17480, 32007, 34007, 33713, 33167, 35523, 346, 2004, 6750, 2003, 4768, 14519, 38805, 41078, 26120, 30443, 25827, 36136, 22299, 28773, 4763, 23332, 42868, 11290, 42400, 44054, 29247, 30243, 41357, 33324, 43184, 48146, 48144, 48058, 9623, 50545, 51204, 34964, 50579, 41354, 52781, 34956, 52612, 37529, 55025, 34966, 23652]",53089,1
2533,185473,"[5079, 18434, 19226, 25965]",52033,0
2534,33368,"[7528, 7950, 9687, 10004, 31569, 28646, 7256, 25322, 22863, 44448, 49134]",34267,0
2535,105320,[4308],10305,1
2536,34287,"[2539, 42480]",16488,0
2537,164532,"[8733, 36837, 41000, 42103, 48427, 37425]",25561,0
2538,69182,"[1130, 7401]",59889,0
2539,4856,"[1640, 8370, 198, 27145, 15601, 49818]",59202,1
2540,70427,"[24187, 46070, 55677, 33469, 19796, 51620]",57112,1
2541,90879,"[9373, 43815, 26171, 53411, 28754, 28971, 32694, 22914, 9984, 54444, 12165, 18829, 37569, 15260, 41431, 43500]",6936,0
2542,1218,"[14799, 34083]",20667,0
2543,149496,"[39584, 12617, 30261, 45632]",20835,0
2544,66368,"[15155, 20208, 20384, 20515, 23651]",2359,1
2545,132925,"[4718, 26839, 19750, 24309, 4402, 5716]",44625,0
2546,56296,[2425],4726,1
2547,80519,"[38026, 39672, 12617, 27633, 34434]",56993,0
2548,23274,"[35013, 27964, 28124]",40912,1
2549,7029,"[14432, 39694, 28521, 42336, 43561, 44062, 44206, 30530]",57978,0
2550,25655,"[21881, 25387, 38525, 18692, 31784, 41272]",32731,1
2551,110715,"[1604, 4818, 18674, 1312]",23585,1
2552,164671,"[11177, 32003, 37811, 31389, 36547, 31957, 7488, 33519, 38485, 38819, 46267, 35634, 38952]",12961,0
2553,45355,"[3472, 12391, 19696, 23934, 16081, 36743]",32302,0
2554,175539,"[6432, 22937, 1315, 31876]",36246,1
2555,30579,"[27903, 14854, 17257, 12968]",28807,0
2556,189928,"[13298, 19316, 11576, 529, 4426]",23733,1
2557,59198,"[6074, 8689, 11157, 20160, 30171, 30432, 34014, 39720, 44656, 46573, 52999, 53288, 54040, 54246, 40810, 45888, 11219, 9295, 25705, 27692, 30368, 36872]",20769,0
2558,121971,"[4063, 6403, 7591, 12792]",29612,0
2559,12965,[46782],8131,0
2560,4061,[7095],37157,0
2561,163830,"[13552, 21837]",59532,0
2562,50201,"[3448, 1203, 13527, 8630, 34637, 49696, 53705, 53706, 54467, 38469, 46782]",54039,1
2563,99320,"[1698, 6523]",25090,1
2564,173793,"[533, 7989, 7994]",28251,0
2565,44262,"[7958, 18060, 19647, 10719, 31055, 34714]",15493,0
2566,80540,"[22231, 23220, 24668, 24863, 26280, 29842, 30748, 31142, 32359, 4336, 5350, 15260, 21490, 38581, 41800, 45888, 48263, 49264, 5057, 32081, 45624, 55701, 558, 1341, 1518, 1529, 2135, 4697, 4817, 6611, 6888, 8816, 9886, 15253, 15513, 15685, 16649, 18916, 18964, 20041, 20282, 21055, 21689, 25869, 26025, 26076, 26411, 27062, 27113, 29234, 29247, 31389, 31930, 31987, 32000, 32231, 32377, 33811, 34098, 34226, 35752, 36305, 37466, 37964, 38452, 38472, 38663, 39831, 40140, 40352]",5615,0
2567,109430,"[1391, 1398, 13268, 25019, 3707]",11543,0
2568,172562,"[10496, 28078]",11076,0
2569,17491,[53042],12155,1
2570,37763,"[13173, 4763, 15456, 16913, 20120, 21986, 7401]",21373,1
2571,82243,[13361],49537,0
2572,122958,"[10954, 8266, 174, 9574, 9593, 11649, 14408, 13927, 18201, 18721, 18649, 14344, 18137, 11907, 15076, 16935, 17059, 15036, 18240, 8630, 13176, 13712, 15993, 19763, 16839, 19894, 18028]",9388,1
2573,1176,"[450, 7093, 4179, 5042, 17746, 10394]",33159,0
2574,1777,[11175],20439,1
2575,173794,[6536],7812,1
2576,125579,"[11595, 32691, 11817]",22156,1
2577,95856,"[8219, 34074, 37600, 17503, 21810, 48907, 49949, 52565, 23593]",29698,1
2578,60968,"[21324, 46070, 31226, 52760, 14687, 24385, 24438, 43141, 47325, 3294, 12069, 19926, 26766, 33586, 35603, 36105, 47014, 48100]",48695,1
2579,11445,"[11997, 9372, 10472, 11116, 50428, 51911, 59489, 57754, 25449, 60180, 61170]",47679,1
2580,95690,"[43852, 11079, 23790, 34831, 35068, 53167, 9837]",59551,1
2581,153156,"[29206, 7166, 48757, 41896]",36231,1
2582,40549,"[31740, 44349, 12594]",50941,0
2583,64440,"[11139, 8380, 15624, 14146, 3789, 13209, 10022, 9641, 13148, 7460, 19468, 25312, 11325, 17435, 22287, 17736, 27624, 24596, 21811, 15614, 5622, 21913, 21393, 8650, 9952, 17888, 12081, 2515, 2815, 16099]",161,1
2584,26810,[4763],23651,1
2585,141069,"[15069, 15347, 2843, 13184, 28286, 29626, 37760, 41381, 42148, 57249]",21487,1
2586,9854,"[56745, 49111]",53520,1
2587,25218,[2035],8432,1
2588,26698,"[13895, 2276, 12949, 14762]",26442,0
2589,176942,"[12242, 19486, 23991, 27147, 20598]",33013,1
2590,167688,[5828],22864,0
2591,104397,[39604],55109,0
2592,62791,"[43559, 48390]",40185,0
2593,136319,"[45343, 46782, 47258, 51146, 52546]",2131,0
2594,2708,"[12254, 13030, 29211, 34515]",36831,1
2595,41309,"[23139, 26171, 36661]",40303,1
2596,19029,"[119, 869, 4886, 6160, 8082, 9674, 11439, 11805, 10787, 2472, 10090, 12584, 20434, 12579, 10092]",32338,0
2597,166269,[26313],40507,1
2598,60480,"[21785, 54361]",25314,1
2599,125888,"[51140, 42557, 42516]",7857,0
2600,140166,"[57608, 59343, 61963]",61916,1
2601,180755,"[18065, 41039]",4859,1
2602,143353,"[24601, 46250, 26649]",5115,0
2603,103568,"[22568, 34515, 42002, 15778, 29448, 34906, 36724, 15499, 28727, 29206, 40384]",49426,1
2604,85421,"[738, 7781, 3636, 17016]",36368,0
2605,56906,"[2100, 753, 1068, 619, 1601, 2258, 3043, 1034, 1458, 1566, 3735, 4694, 1357, 2390, 3755, 3130, 953, 1944, 2014, 5003, 1047, 1222, 992, 5035, 6143, 5792, 1977, 6201]",7482,1
2606,43234,"[46745, 53391, 28470, 56141, 59628]",53762,1
2607,17870,"[1006, 3981, 10724, 12617]",34233,0
2608,74246,"[1653, 19476, 23699, 23428, 34112, 41133, 47458, 32217, 41500, 2613, 2664, 39255, 46875, 47194, 10301, 12988, 15755, 16118, 24103, 47191, 18477, 27071, 6409, 19198, 25349, 56214, 35968, 28005, 596, 2598, 4558, 7766, 18455, 23660, 40632, 43156, 46018, 49386, 54863, 24711, 34608, 43924, 61117]",21658,0
2609,70107,"[151, 1265, 3220, 1068, 1990, 2173]",2088,1
2610,62805,"[448, 5260, 8067, 9084, 5816, 10161, 11434]",34757,0
2611,42836,[16109],35216,1
2612,147227,"[3731, 4833, 5458, 5033, 6137, 4727, 2361, 6491, 5535, 3483, 6812, 6379, 9661, 1714, 7382, 7555, 6700, 10478, 2088, 2090, 11224, 11229, 10797, 7386, 12128, 7389, 7398, 7077, 8421, 12619, 11595, 6253, 10923, 11594, 18203, 9829, 23182, 20269, 23400]",2572,0
2613,123200,"[19956, 12488, 18061, 13624, 24628, 21913, 22741, 40184, 38319, 24624, 44896, 49956, 45248, 59438]",50297,1
2614,90951,"[7754, 36412, 41560]",60428,1
2615,128516,"[26150, 28620, 29000, 30675, 9718]",20889,1
2616,123958,"[10212, 15204]",5352,0
2617,114336,"[9171, 20286, 21959, 23774, 24807]",35691,1
2618,91483,[7681],27012,1
2619,43700,"[6200, 6440, 6656, 11627, 8309, 9368, 9982, 14984, 21084, 17404, 13834, 19333, 3406, 28996, 27209, 31093, 33104, 33963, 25789, 31848, 31572, 31872, 34643]",32088,1
2620,54506,"[10135, 2014]",48181,0
2621,129530,"[15835, 20835, 44447, 36562, 31582]",60082,0
2622,12398,"[49010, 52079, 52080, 57894]",60338,1
2623,73261,"[23846, 44055, 11702]",55403,1
2624,92157,"[2455, 25869]",29180,1
2625,168324,"[32037, 49774, 61593]",61594,1
2626,64985,"[14039, 36402, 25235, 35824, 12553, 26652, 34479, 35145]",54250,0
2627,32227,"[13939, 48391, 28973, 39550, 38589, 21113, 48584, 50021, 857, 29494, 51072, 42634, 43085]",53616,0
2628,53260,"[14751, 10739, 620, 978, 8111, 15728, 19718, 11505, 14893, 17412, 21803, 3447, 6058, 9496, 5584, 18402, 20742, 25879, 28522, 29729, 11734, 33994, 12367, 24880, 32161, 32554, 33995, 33072, 37755, 16549, 33931, 37977, 44471, 32481, 38371, 37874, 1652, 31684, 49752, 19647, 52879, 53982, 37306, 51856, 51297, 32692, 50113, 58976, 2603, 10643, 20767, 23606, 36140, 44346, 47439, 57370, 7401, 34670, 24518]",30508,0
2629,3429,"[6379, 8669, 16860, 11452, 17189, 14968, 15170, 13190, 15601, 20805, 21185, 16874, 20208, 25346, 20618, 24948, 25635, 19947, 24716, 2496, 6354, 7405, 20773, 18394, 26594, 27401, 25915, 29604, 25932, 29664, 31723, 24978, 27117, 21324, 34013, 667, 36247, 38362, 36314, 42428, 42004, 43627, 43065, 4763, 25637, 31566, 44014, 45693, 42681, 42469, 45331, 25965, 49754, 48390, 49764, 48574]",416,0
2630,30565,"[470, 785, 1466, 9961, 7899, 3674, 1712, 4044]",6949,0
2631,181916,"[25154, 27374, 30283, 34244, 41407, 43627, 43743, 48634, 54453, 7754, 8675, 643, 54712, 7681, 19105, 46130, 46525, 51136, 51292, 52898, 25610, 40798]",15147,1
2632,32733,"[18454, 20803, 10311, 8933, 17888, 26225, 36058, 12359, 38946, 39163, 13255, 11655, 18058, 22749, 32958, 25797, 39563, 39391, 24667, 39024, 33720, 1676, 9872, 13176, 14995, 16620, 20758, 25965, 17964, 33782, 42749, 42914, 32646, 40539, 5224, 23492, 27160, 30685, 34865, 4426, 16732, 34231, 38109, 39748, 25938, 39477, 42485, 44223, 21265, 14988, 44231, 45475, 35108, 42333, 1016, 29889, 30128, 46931, 42334, 47911, 9881, 16649, 49832, 46790, 13244, 13253, 13267, 42022, 41719, 41720, 34964, 43630, 52003, 51918, 47258]",49755,1
2633,115994,[57608],49565,0
2634,107793,[17656],29574,1
2635,57842,"[17178, 23041]",18201,1
2636,99305,"[24707, 26494]",30527,1
2637,123223,"[11675, 14413]",30660,0
2638,112878,"[30655, 15769, 27379, 8501, 18649]",35892,1
2639,137877,"[8591, 9085, 10322, 6892]",13361,1
2640,183592,"[59952, 12553]",44373,1
2641,82245,"[23370, 7617, 34418]",32499,1
2642,189327,"[4362, 31162, 42720, 50302, 47869]",51101,0
2643,138645,[13557],47432,0
2644,148114,"[41766, 33211, 52459]",60358,0
2645,175332,"[36001, 22048, 32555, 12726, 11687, 44026, 27287, 9837, 38064, 23542, 54347, 51165, 178, 22253, 50976, 53766, 23534, 38305, 53549, 17961, 34098, 42297, 4144, 4714, 11358, 11671, 14995, 35673, 45719, 4438, 16588, 49132, 25349, 31119, 31883, 42325, 13632, 20027, 36826, 49592, 35365, 24045, 26253, 61519, 33472]",26764,0
2646,44926,"[38918, 39777, 40320, 41681, 34933, 46664, 46408, 50979, 60294]",34910,1
2647,4432,"[839, 2503, 856]",13442,0
2648,45280,"[3652, 27683]",32190,1
2649,45792,[7765],25344,0
2650,101339,"[56763, 41407, 48020, 31574, 31578, 46013, 51235, 51446, 19850, 27891, 30148]",37047,0
2651,179025,[15049],20106,0
2652,173184,"[58444, 49460, 32286, 36211, 39505, 48249]",51800,0
2653,2832,[30352],42825,1
2654,137016,"[20975, 25796]",58657,0
2655,87534,"[1796, 16320, 23682, 18374, 13753, 17109]",24589,1
2656,109025,"[1920, 8032, 179, 14610, 14813, 20311, 21397, 23694, 10237, 22640, 31567, 31569, 11694, 32624, 33402, 12768, 26084, 37950, 36117, 26215, 38756, 42543, 41677, 46986, 47482, 47973, 27359, 34047, 44564, 50218, 46323, 53904, 45653, 57756, 58150, 57877, 57836, 54906, 56329, 57125, 49774, 30330, 61552, 21116, 61131, 62354, 41560]",37442,0
2657,79276,"[21361, 27569, 20738]",36664,1
2658,175725,"[7299, 38977, 47009, 47067, 1289, 30164]",42878,1
2659,127298,"[14756, 2014, 23918, 38882, 28632, 13361, 57110]",45360,0
2660,119032,"[8412, 23381, 29227, 7559, 46715, 36552]",43525,1
2661,177775,"[2132, 55755, 18590, 39770, 43491, 45233, 50988, 47604, 55998, 18058]",54374,0
2662,102895,"[31090, 38642, 49156, 36376, 42075, 48860, 27970, 28333, 57406, 5924, 20282, 20701, 34907, 48865, 54586, 39993, 60994, 47099, 52996]",45215,0
2663,132271,"[42334, 37113]",22091,0
2664,178240,"[47014, 4150, 16179, 25562, 25645, 30717, 32494, 33879, 36220, 37962, 43675, 49757, 49831, 4688, 5908, 11823, 48186, 2853, 13198, 18111]",23708,1
2665,65109,"[40868, 13870, 20919, 22051, 46633]",60066,0
2666,161065,[4763],21256,1
2667,97532,"[253, 6306, 8681, 11709, 11853, 12652, 16240, 1312, 4931, 13834, 1070, 14815, 4440, 15848, 11136, 17015, 6267, 14792, 14794, 5294, 15024]",34673,0
2668,85237,"[4438, 2398]",13118,0
2669,592,"[4009, 11794, 24025, 29247, 52001, 32387, 25019, 41420, 23008]",30629,1
2670,139525,"[5477, 11392, 14615, 2827, 10020, 10322, 11141, 14805]",20376,1
2671,152407,[12680],13742,1
2672,107017,"[25727, 17300]",50155,1
2673,145255,"[13059, 9250, 14201, 13062, 12430, 18305, 12864, 11887]",32984,0
2674,163239,"[13651, 14114, 18394, 22564]",9616,1
2675,162368,"[1682, 35894, 29375, 13879, 29448, 11794, 17491]",11487,0
2676,20189,"[17853, 12361, 21952]",35758,0
2677,170213,[2773],34563,0
2678,23737,"[2326, 2108, 1135, 2255, 3249, 4028, 18674, 23109]",2014,1
2679,156357,"[4176, 533, 7400]",44204,0
2680,71906,"[31727, 35705, 21806, 23311]",43209,1
2681,71066,"[36571, 18265, 33967, 42141]",41602,1
2682,54056,"[43405, 27460, 51176, 51601, 55444, 37708]",11390,0
2683,90914,"[17088, 21600, 8896, 5533, 10151, 20894, 21123, 30386]",6138,0
2684,17520,"[8888, 19958, 38035, 38537]",23887,0
2685,100536,[9026],5224,1
2686,83128,"[5388, 11687, 19796, 23789]",2812,0
2687,112271,"[4250, 6428, 26329, 4136, 21366, 23718, 31926, 4406, 6526, 4792, 6723, 8649, 8827, 10594, 43475, 28057, 7401, 671, 26876, 38032, 23721, 17834, 19631, 43799]",27728,0
2688,9203,"[10123, 22764]",31129,0
2689,182232,[38222],5843,0
2690,91091,"[5099, 3427, 4300, 7792, 7738, 11984, 6844, 11786, 12198, 10588, 15646, 18195, 17488, 12069, 24845, 23961, 29527, 28167, 29664, 12906, 17748, 25681, 34973, 13725, 30298, 38362, 38336, 34963, 40667, 41087, 41732, 18535, 41560, 29100, 38560, 29392, 44560, 28825, 21952, 43585, 5661, 15188, 47561, 43282, 49400]",28212,0
2691,44128,"[48405, 39782]",8246,0
2692,13461,"[15870, 28430, 22935, 13660, 24302, 12617, 21643, 26289, 32526, 34832, 37164, 41407, 44559, 44631, 37]",4785,1
2693,65554,"[35603, 39291, 7631, 25962, 39688, 32005, 25637, 20747, 1130, 23734]",35198,1
2694,41381,"[43116, 44412, 45051, 49676, 51367, 55202, 54742, 31715]",5940,0
2695,3727,"[5313, 2471, 13448, 19984, 20852]",24321,1
2696,131960,"[12880, 20659]",5396,1
2697,71046,[17211],61200,0
2698,101613,"[1297, 18672, 19440, 37473, 4795]",13022,0
2699,192031,"[20767, 36398]",27942,0
2700,41805,"[159, 3833, 13641, 25346, 19006]",2799,0
2701,37801,[27557],26449,1
2702,184123,"[18137, 18721, 16491, 21144, 24767, 25109, 24550, 25875, 25876, 25401, 31689, 25802, 32229, 35736, 38649, 40901]",43684,0
2703,43634,"[1050, 335, 16957, 22845, 29309]",4763,1
2704,185856,[23574],49723,0
2705,180113,"[25434, 46426]",21265,1
2706,13242,"[14728, 33230]",50575,0
2707,158046,"[16560, 8417, 20270, 13028, 22469, 17432, 6183, 47118, 15267, 12543]",51915,1
2708,76219,"[10931, 12270, 35942]",54124,0
2709,24815,"[17026, 23582, 28555]",17585,1
2710,9962,"[3879, 4898, 30337]",43511,1
2711,82059,"[34963, 38302, 38985, 30367, 33167, 38955, 35002, 42917, 41723, 42538, 44231, 43887, 45681, 42334, 48652, 49831, 50297, 52002, 39940, 37113, 50398, 49754, 55025, 11318, 49631, 25449, 27062, 47093, 50428, 57548, 46526, 50938, 56731, 56905]",62241,0
2712,78562,"[27660, 33071, 15901]",9948,1
2713,25105,"[22000, 18039, 12632, 14969, 24320, 33112, 34310, 25608, 16563]",30969,1
2714,87702,"[4768, 14967, 15903, 12765, 15786, 17488, 16248, 14762, 23027, 20783, 4631, 28068, 15043, 28100, 29247, 32185, 10994, 24378, 22518, 21242, 33129, 23139, 42180, 25074, 27728, 41444, 41560, 48124, 47085, 37308, 51519, 4309, 23499, 35736, 49631, 54924, 49578, 57249, 50398, 56699, 56271, 59311, 59489]",22804,0
2715,52196,[25965],28167,1
2716,144384,[335],26649,1
2717,77105,"[49944, 35717, 11335, 7166]",38062,0
2718,26888,"[25364, 29702, 33619, 36906, 7681, 36823, 1675, 2469]",47881,0
2719,75949,"[19297, 26614, 20600, 27034, 25074, 20594, 12063, 20599, 32556]",54715,0
2720,26089,"[43424, 58222, 23114, 30283]",46097,1
2721,79956,[32688],35661,1
2722,56359,[37326],9560,0
2723,17294,"[8266, 9773, 19742, 24479, 25402, 28384, 33472, 25796, 42189, 31566, 32008, 41357, 42334, 359, 19226, 47722, 18417, 19107, 21547, 23422, 24872, 46272, 52525, 56595, 16544, 52218, 4996, 5366, 12522, 17450, 25466, 27817, 38795, 47668, 53658, 5007, 7754, 17049, 17080, 29244, 38690, 42379, 42995, 43069, 51086, 17888, 36796, 8801, 43667, 4572, 13223, 20982, 39599, 49832, 51540, 10212, 21910, 538, 3015, 20975, 29247, 48322, 14334]",38382,1
2724,182628,"[13761, 53982, 8650]",54526,1
2725,171411,"[28887, 13095]",27754,1
2726,89039,"[31987, 41565]",45475,1
2727,2316,"[38513, 41133, 30679, 45465, 45759]",16742,1
2728,85956,"[2088, 3904, 1062, 1559, 8678, 9335]",5735,0
2729,16079,"[28101, 30813, 37737]",45530,1
2730,74113,"[34572, 52145, 60184]",39776,0
2731,29968,"[13344, 13202, 13229]",18827,0
2732,32654,"[11463, 41560, 36448, 29247, 33682, 50497]",55873,0
2733,192196,"[13266, 37677, 32494]",61413,0
2734,49275,"[35939, 25567, 17880, 32704, 4514, 28641, 4145, 42103, 38263, 41563, 42989, 53937, 54245, 35186, 39983, 49073, 49352, 55854, 59488]",50241,0
2735,36729,"[16969, 762, 9623, 12385, 22877, 26631, 29247, 42103, 57079]",60310,0
2736,58087,"[9128, 24224, 17403, 13642, 30827, 44542, 46878, 56744, 12096, 21192, 31282, 35429, 36385]",41864,1
2737,88267,"[11118, 27311, 28600, 10373, 10375]",58230,0
2738,70027,[7256],60993,0
2739,119380,"[17488, 20980, 9803, 25549, 25550, 25401, 24846, 33111, 31871]",34619,1
2740,58729,"[11466, 8339, 14973, 1526, 538, 17104, 17300, 13519, 17818, 17245, 17472, 8145, 14754, 9623, 706, 2885, 9738, 16082, 471, 10293, 2065, 2603, 2737, 15480, 17018, 17488, 18498, 15905, 18455, 15417, 3383, 18377, 19846, 21461, 15865, 2606, 1732, 2593, 7069, 13735, 24555, 19427, 4416, 12917, 25188, 22739, 13822, 24301, 22330, 23789, 24283, 24319, 29202, 24491, 28406, 25512, 29672, 32866, 12768, 25528, 32228]",36041,1
2741,46063,"[22306, 25534]",37306,1
2742,133004,"[2340, 35265, 6103, 31020, 25657, 36604, 19468, 8147, 18966, 7754, 12938, 14272]",14446,1
2743,52887,"[18285, 25449, 20767, 32556, 3627, 12586, 24122, 36188, 31046]",42058,0
2744,23871,"[11417, 2590, 4763, 8605, 16853, 18527, 19873, 27570, 30444, 36837, 18948, 32217, 8266, 32965, 7401, 6845, 14937, 24045]",7572,0
2745,45450,"[16862, 41358]",4360,1
2746,51216,"[34339, 33673, 34467, 49957, 18295, 25419]",59771,1
2747,99070,[17631],34831,0
2748,7774,"[11346, 6306, 14696, 15435, 14850, 17105, 15201, 33090, 41357, 41358, 36835, 39361]",19311,0
2749,56075,"[14907, 24925, 26280, 35360, 41704]",4386,1
2750,103182,[19364],24119,1
2751,9049,[21591],40406,1
2752,139380,"[20104, 19888, 29307]",19309,0
2753,180202,"[6062, 2726, 32701]",2621,1
2754,66834,"[7127, 14236, 6022, 11436, 15431, 6625, 10322, 2923, 13315, 24200, 30820, 37179, 37345, 34787, 37263]",31073,1
2755,44969,[36545],49225,1
2756,185042,[30523],53986,0
2757,52328,"[12987, 8998, 17189, 17197, 14348, 18200, 17746, 17842, 17797, 16969, 18979, 16573, 19766, 13309, 20046, 24062, 24219, 22753, 23484, 20289, 25727, 25109, 29882, 25401, 27306, 28491, 29244, 33113, 33472, 33439, 34003, 34253, 34483, 35060, 24638, 32276, 40588, 41730, 42126, 42878, 44675, 45399, 26665]",43151,1
2758,140483,"[6140, 30519]",29410,0
2759,190316,[24708],25871,1
